id,source,title,authors,year,venue,stage_reached,decision,exclusion_reason,category,notes,subcategory,screener,screener_original,confidence,doi,arxiv_id,citations,citations_source,is_published,n_sources,all_sources,priority_band,has_abstract
C01931,arxiv,Mixture-of-Experts Meets Instruction Tuning:A Winning Combination for Large Language Models,Sheng Shen; Le Hou; Yanqi Zhou; Nan Du; Shayne Longpre; Jason Wei; Hyung Won Chung; Barret Zoph; William Fedus; Xinyun Chen; Tu Vu; Yuexin Wu; Wuyang Chen; Albert Webson; Yunxuan Li; Vincent Zhao; Hongkun Yu; Kurt Keutzer; Trevor Darrell; Denny Zhou,2023,arXiv,stage_1_pending,,,,,,,,,,2305.14705,0,,no,1,arxiv,confirmation,yes
C01932,arxiv,Mixup-Augmented Meta-Learning for Sample-Efficient Fine-Tuning of Protein Simulators,Jingbang Chen; Yian Wang; Xingwei Qu; Shuangjia Zheng; Yaodong Yang; Hao Dong; Jie Fu,2023,arXiv,stage_1_pending,,,,,,,,,,2308.15116,0,,no,1,arxiv,confirmation,yes
C01933,arxiv,Mnemosyne: Learning to Train Transformers with Transformers,Deepali Jain; Krzysztof Marcin Choromanski; Avinava Dubey; Sumeet Singh; Vikas Sindhwani; Tingnan Zhang; Jie Tan,2023,arXiv,stage_1_pending,,,,,,,,,,2302.01128,0,,no,1,arxiv,confirmation,yes
C01934,arxiv,MoEController: Instruction-based Arbitrary Image Manipulation with Mixture-of-Expert Controllers,Sijia Li; Chen Chen; Haonan Lu,2023,arXiv,stage_1_pending,,,,,,,,,,2309.04372,0,,no,1,arxiv,confirmation,yes
C01935,arxiv,MoP-CLIP: A Mixture of Prompt-Tuned CLIP Models for Domain Incremental Learning,Julien Nicolas; Florent Chiaroni; Imtiaz Ziko; Ola Ahmad; Christian Desrosiers; Jose Dolz,2023,arXiv,stage_1_pending,,,,,,,,,,2307.05707,0,,no,1,arxiv,confirmation,yes
C01936,openalex,Mobius: Fine Tuning Large-Scale Models on Commodity GPU Servers,Yangyang Feng; Minhui Xie; Zijie Tian; Shuo Wang; Youyou Lu; Jiwu Shu,2023,,stage_1_pending,,,,,,,,,10.1145/3575693.3575703,,27,openalex,yes,1,openalex,confirmation,yes
C01937,openalex,Model Compression for Deep Neural Networks: A Survey,Zhuo Li; Hengyi Li; Lin Meng,2023,Computers,stage_1_pending,,,,,,,,,10.3390/computers12030060,,261,openalex,yes,1,openalex,confirmation,yes
C01938,semanticscholar,Model Tuning or Prompt Tuning? A Study of Large Language Models for Clinical Concept and Relation Extraction,Cheng Peng; Xi Yang; Kaleb E. Smith; Zehao Yu; Aokun Chen; Jiang Bian; Yonghui Wu,2023,Journal of Biomedical Informatics,stage_1_pending,,,,,,,,,10.1016/j.jbi.2024.104630,2310.06239,81,semanticscholar,yes,2,arxiv|semanticscholar,confirmation,yes
C01939,arxiv,Model-based adaptation for sample efficient transfer in reinforcement learning control of parameter-varying systems,Ibrahim Ahmed; Marcos Quinones-Grueiro; Gautam Biswas,2023,arXiv,stage_1_pending,,,,,,,,,,2305.12158,0,,no,1,arxiv,confirmation,yes
C01940,arxiv,Modeling Complex Mathematical Reasoning via Large Language Model based MathAgent,Haoran Liao; Qinyi Du; Shaohua Hu; Hao He; Yanyan Xu; Jidong Tian; Yaohui Jin,2023,arXiv,stage_1_pending,,,,,,,,,,2312.08926,0,,no,1,arxiv,confirmation,yes
C01941,arxiv,Moderating New Waves of Online Hate with Chain-of-Thought Reasoning in Large Language Models,Nishant Vishwamitra; Keyan Guo; Farhan Tajwar Romit; Isabelle Ondracek; Long Cheng; Ziming Zhao; Hongxin Hu,2023,arXiv,stage_1_pending,,,,,,,,,,2312.15099,0,,no,1,arxiv,confirmation,yes
C01942,arxiv,ModuLoRA: Finetuning 2-Bit LLMs on Consumer GPUs by Integrating with Modular Quantizers,Junjie Yin; Jiahao Dong; Yingheng Wang; Christopher De Sa; Volodymyr Kuleshov,2023,arXiv,stage_1_pending,,,,,,,,,,2309.16119,0,,no,1,arxiv,confirmation,yes
C01943,semanticscholar,Modular Quantization-Aware Training for 6D Object Pose Estimation,Saqib Javed; Chengkun Li; A. Price; Yinlin Hu; M. Salzmann,2023,Trans. Mach. Learn. Res.,stage_1_pending,,,,,,,,,,2303.06753,1,semanticscholar,no,1,semanticscholar,confirmation,yes
C01944,semanticscholar,Momentum Benefits Non-IID Federated Learning Simply and Provably,Ziheng Cheng; Xinmeng Huang; K. Yuan,2023,International Conference on Learning Representations,stage_1_pending,,,,,,,,,10.48550/arxiv.2306.16504,2306.16504,44,semanticscholar,yes,1,semanticscholar,confirmation,yes
C01945,arxiv,MorphPiece : A Linguistic Tokenizer for Large Language Models,Haris Jabbar,2023,arXiv,stage_1_pending,,,,,,,,,,2307.07262,0,,no,1,arxiv,confirmation,yes
C01946,arxiv,MosaicBERT: A Bidirectional Encoder Optimized for Fast Pretraining,Jacob Portes; Alex Trott; Sam Havens; Daniel King; Abhinav Venigalla; Moin Nadeem; Nikhil Sardana; Daya Khudia; Jonathan Frankle,2023,arXiv,stage_1_pending,,,,,,,,,,2312.17482,0,,no,1,arxiv,confirmation,yes
C01947,arxiv,MotionGPT: Human Motion as a Foreign Language,Biao Jiang; Xin Chen; Wen Liu; Jingyi Yu; Gang Yu; Tao Chen,2023,arXiv,stage_1_pending,,,,,,,,,,2306.14795,0,,no,1,arxiv,confirmation,yes
C01948,ieee,MuDPT: Multi-modal Deep-symphysis Prompt Tuning for Large Pre-trained Vision-Language Models,Yongzhu Miao; Shasha Li; Jintao Tang; Ting Wang,2023,2023 IEEE International Conference on Multimedia and Expo (ICME),stage_1_pending,,,,,,,,,10.1109/icme55011.2023.00013,2306.11400,5,ieee,yes,2,arxiv|ieee,confirmation,yes
C01949,arxiv,Multi-Agent Consensus Seeking via Large Language Models,Huaben Chen; Wenkang Ji; Lufeng Xu; Shiyu Zhao,2023,arXiv,stage_1_pending,,,,,,,,,,2310.20151,0,,no,1,arxiv,confirmation,yes
C01950,semanticscholar,Multi-Bit Self-Rectifying Synaptic Memristor Having Tri-Layer Structure for Quantization Aware Training of Quantized Neural Network,Dae-Seong Woo; Hyun-Do Choi; Hong-Uk Jin; Jae‐Kyeong Kim; T. Shim; Jea‐Gun Park,2023,ECS Meeting Abstracts,stage_1_pending,,,,,,,,,10.1149/ma2023-02301560mtgabs,,2,semanticscholar,yes,1,semanticscholar,confirmation,yes
C01951,arxiv,Multi-Dimensional Evaluation of Text Summarization with In-Context Learning,Sameer Jain; Vaishakh Keshava; Swarnashree Mysore Sathyendra; Patrick Fernandes; Pengfei Liu; Graham Neubig; Chunting Zhou,2023,arXiv,stage_1_pending,,,,,,,,,,2306.01200,0,,no,1,arxiv,confirmation,yes
C01952,arxiv,Multi-Label Classification of COVID-Tweets Using Large Language Models,Aniket Deroy; Subhankar Maity,2023,arXiv,stage_1_pending,,,,,,,,,,2312.10748,0,,no,1,arxiv,confirmation,yes
C01953,openalex_acm,Multi-Objective Hyperparameter Optimization in Machine Learning—An Overview,Florian Karl; Tobias Pielok; Julia Moosbauer; Florian Pfisterer; Stefan Coors; Martin Binder; Lennart Schneider; Janek Thomas; Jakob Richter; Michel Lang; Eduardo C. Garrido‐Merchán; Juergen Branke; Bernd Bischl,2023,ACM Transactions on Evolutionary Learning and Optimization,stage_1_pending,,,,,,,,,10.1145/3610536,,94,openalex_acm,yes,1,openalex_acm,confirmation,yes
C01954,arxiv,Multi-Step Dialogue Workflow Action Prediction,Ramya Ramakrishnan; Ethan R. Elenberg; Hashan Narangodage; Ryan McDonald,2023,arXiv,stage_1_pending,,,,,,,,,,2311.09593,0,,no,1,arxiv,confirmation,yes
C01955,semanticscholar,Multi-Wavelength Parallel Training and Quantization-Aware Tuning for WDM-Based Optical Convolutional Neural Networks Considering Wavelength-Relative Deviations,Yin Zhu; Min Liu; Lu Xu; L. Wang; Xi Xiao; Shaohua Yu,2023,Asia and South Pacific Design Automation Conference,stage_1_pending,,,,,,,,,10.1145/3566097.3567949,,3,semanticscholar,yes,1,semanticscholar,confirmation,yes
C01956,arxiv,"Multi-party Goal Tracking with LLMs: Comparing Pre-training, Fine-tuning, and Prompt Engineering",Angus Addlesee; Weronika Sieińska; Nancie Gunson; Daniel Hernández Garcia; Christian Dondrup; Oliver Lemon,2023,arXiv,stage_1_pending,,,,,,,,,,2308.15231,0,,no,1,arxiv,confirmation,yes
C01957,arxiv,MultiLoRA: Democratizing LoRA for Better Multi-Task Learning,Yiming Wang; Yu Lin; Xiaodong Zeng; Guannan Zhang,2023,arXiv,stage_1_pending,,,,,,,,,,2311.11501,0,,no,1,arxiv,confirmation,yes
C01958,arxiv,MultiModal-GPT: A Vision and Language Model for Dialogue with Humans,Tao Gong; Chengqi Lyu; Shilong Zhang; Yudong Wang; Miao Zheng; Qian Zhao; Kuikun Liu; Wenwei Zhang; Ping Luo; Kai Chen,2023,arXiv,stage_1_pending,,,,,,,,,,2305.04790,0,,no,1,arxiv,confirmation,yes
C01959,arxiv,Multidimensional Evaluation for Text Style Transfer Using ChatGPT,Huiyuan Lai; Antonio Toral; Malvina Nissim,2023,arXiv,stage_1_pending,,,,,,,,,,2304.13462,0,,no,1,arxiv,confirmation,yes
C01960,arxiv,Multilingual Large Language Models Are Not (Yet) Code-Switchers,Ruochen Zhang; Samuel Cahyawijaya; Jan Christian Blaise Cruz; Genta Indra Winata; Alham Fikri Aji,2023,arXiv,stage_1_pending,,,,,,,,,,2305.14235,0,,no,1,arxiv,confirmation,yes
C01961,arxiv,Multilingual Text-to-Speech Synthesis for Turkic Languages Using Transliteration,Rustem Yeshpanov; Saida Mussakhojayeva; Yerbolat Khassanov,2023,arXiv,stage_1_pending,,,,,,,,,,2305.15749,0,,no,1,arxiv,confirmation,yes
C01962,arxiv,Multilingual and Multi-topical Benchmark of Fine-tuned Language models and Large Language Models for Check-Worthy Claim Detection,Martin Hyben; Sebastian Kula; Ivan Srba; Robert Moro; Jakub Simko,2023,arXiv,stage_1_pending,,,,,,,,,,2311.06121,0,,no,1,arxiv,confirmation,yes
C01963,arxiv,Multimodal Data and Resource Efficient Device-Directed Speech Detection with Large Foundation Models,Dominik Wagner; Alexander Churchill; Siddharth Sigtia; Panayiotis Georgiou; Matt Mirsamadi; Aarshee Mishra; Erik Marchi,2023,arXiv,stage_1_pending,,,,,,,,,,2312.03632,0,,no,1,arxiv,confirmation,yes
C01964,openalex,Multimodal Federated Learning: A Survey,Liwei Che; Jiaqi Wang; Yao Zhou; Fenglong Ma,2023,Sensors,stage_1_pending,,,,,,,,,10.3390/s23156986,,101,openalex,yes,1,openalex,confirmation,yes
C01965,openalex,Multimodal Learning With Transformers: A Survey,Peng Xu; Xiatian Zhu; David A. Clifton,2023,IEEE Transactions on Pattern Analysis and Machine Intelligence,stage_1_pending,,,,,,,,,10.1109/tpami.2023.3275156,,894,openalex,yes,1,openalex,confirmation,yes
C01966,arxiv,Multimodal Procedural Planning via Dual Text-Image Prompting,Yujie Lu; Pan Lu; Zhiyu Chen; Wanrong Zhu; Xin Eric Wang; William Yang Wang,2023,arXiv,stage_1_pending,,,,,,,,,,2305.01795,0,,no,1,arxiv,confirmation,yes
C01967,semanticscholar,Multimodal Video Adapter for Parameter Efficient Video Text Retrieval,Bowen Zhang; Xiaojie Jin; Weibo Gong; Kai-yu Xu; Zhaohui Zhang; Peng Wang; Xiaohui Shen; Jiashi Feng,2023,arXiv.org,stage_1_pending,,,,No abstract in pool; title-only screen or fetch abstract.,,,,,10.48550/arxiv.2301.07868,,3,semanticscholar,yes,1,semanticscholar,confirmation,no
C01968,arxiv,Multimodality Helps Unimodality: Cross-Modal Few-Shot Learning with Multimodal Models,Zhiqiu Lin; Samuel Yu; Zhiyi Kuang; Deepak Pathak; Deva Ramanan,2023,arXiv,stage_1_pending,,,,,,,,,,2301.06267,0,,no,1,arxiv,confirmation,yes
C01969,arxiv,Multiscale Positive-Unlabeled Detection of AI-Generated Texts,Yuchuan Tian; Hanting Chen; Xutao Wang; Zheyuan Bai; Qinghua Zhang; Ruifeng Li; Chao Xu; Yunhe Wang,2023,arXiv,stage_1_pending,,,,,,,,,,2305.18149,0,,no,1,arxiv,confirmation,yes
C01970,semanticscholar,Multitask Prompt Tuning Enables Parameter-Efficient Transfer Learning,Zhen Wang; Rameswar Panda; Leonid Karlinsky; R. Feris; Huan Sun; Yoon Kim,2023,International Conference on Learning Representations,stage_1_pending,,,,,,,,,10.48550/arxiv.2303.02861,2303.02861,168,semanticscholar,yes,3,arxiv|openalex|semanticscholar,confirmation,yes
C01971,arxiv,Muse: Text-To-Image Generation via Masked Generative Transformers,Huiwen Chang; Han Zhang; Jarred Barber; AJ Maschinot; Jose Lezama; Lu Jiang; Ming-Hsuan Yang; Kevin Murphy; William T. Freeman; Michael Rubinstein; Yuanzhen Li; Dilip Krishnan,2023,arXiv,stage_1_pending,,,,,,,,,,2301.00704,0,,no,1,arxiv,confirmation,yes
C01972,arxiv,N-Critics: Self-Refinement of Large Language Models with Ensemble of Critics,Sajad Mousavi; Ricardo Luna Gutiérrez; Desik Rengarajan; Vineet Gundecha; Ashwin Ramesh Babu; Avisek Naug; Antonio Guillen; Soumyendu Sarkar,2023,arXiv,stage_1_pending,,,,,,,,,,2310.18679,0,,no,1,arxiv,confirmation,yes
C01973,semanticscholar,NUPES: Non-Uniform Post-Training Quantization via Power Exponent Search,Edouard Yvinec; Arnaud Dapogny; Kévin Bailly,2023,IEEE Transactions on Pattern Analysis and Machine Intelligence,stage_1_pending,,,,,,,,,10.1109/tpami.2025.3593987,2308.05600,9,semanticscholar,yes,2,arxiv|semanticscholar,confirmation,yes
C01974,openalex_acm,Named Entity Recognition and Classification in Historical Documents: A Survey,Maud Ehrmann; Ahmed Hamdi; Elvys Linhares Pontes; Matteo Romanello; Antoine Doucet,2023,ACM Computing Surveys,stage_1_pending,,,,,,,,,10.1145/3604931,2109.11406,137,openalex_acm,yes,1,openalex_acm,confirmation,yes
C01975,arxiv,Narrowing the Gap between Zero- and Few-shot Machine Translation by Matching Styles,Weiting Tan; Haoran Xu; Lingfeng Shen; Shuyue Stella Li; Kenton Murray; Philipp Koehn; Benjamin Van Durme; Yunmo Chen,2023,arXiv,stage_1_pending,,,,,,,,,,2311.02310,0,,no,1,arxiv,confirmation,yes
C01976,arxiv,Native Language Identification with Large Language Models,Wei Zhang; Alexandre Salle,2023,arXiv,stage_1_pending,,,,,,,,,,2312.07819,0,,no,1,arxiv,confirmation,yes
C01977,arxiv,NavGPT: Explicit Reasoning in Vision-and-Language Navigation with Large Language Models,Gengze Zhou; Yicong Hong; Qi Wu,2023,arXiv,stage_1_pending,,,,,,,,,,2305.16986,0,,no,1,arxiv,confirmation,yes
C01978,arxiv,Navigating Prompt Complexity for Zero-Shot Classification: A Study of Large Language Models in Computational Social Science,Yida Mu; Ben P. Wu; William Thorne; Ambrose Robinson; Nikolaos Aletras; Carolina Scarton; Kalina Bontcheva; Xingyi Song,2023,arXiv,stage_1_pending,,,,,,,,,,2305.14310,0,,no,1,arxiv,confirmation,yes
C01979,semanticscholar,Neural Architecture Search for Parameter-Efficient Fine-tuning of Large Pre-trained Language Models,Neal Lawton; Anoop Kumar; Govind Thattai; A. Galstyan; G. V. Steeg,2023,Annual Meeting of the Association for Computational Linguistics,stage_1_pending,,,,,,,,,10.48550/arxiv.2305.16597,2305.16597,31,semanticscholar,yes,1,semanticscholar,confirmation,yes
C01980,arxiv,NoCoLA: The Norwegian Corpus of Linguistic Acceptability,Matias Jentoft; David Samuel,2023,arXiv,stage_1_pending,,,,,,,,,,2306.07790,0,,no,1,arxiv,confirmation,yes
C01981,semanticscholar,Non-Intrusive Adaptation: Input-Centric Parameter-efficient Fine-Tuning for Versatile Multimodal Modeling,Yaqing Wang; Jialin Wu; T. Dabral; Jiageng Zhang; Geoff Brown; Chun-Ta Lu; Frederick Liu; Yi Liang; Bo Pang; Michael Bendersky; Radu Soricut,2023,arXiv.org,stage_1_pending,,,,,,,,,10.48550/arxiv.2310.12100,2310.12100,24,semanticscholar,yes,2,arxiv|semanticscholar,confirmation,yes
C01982,semanticscholar,Norm Tweaking: High-performance Low-bit Quantization of Large Language Models,Liang Li; Qingyuan Li; Bo Zhang; Xiangxiang Chu,2023,AAAI Conference on Artificial Intelligence,stage_1_pending,,,,,,,,,10.48550/arxiv.2309.02784,2309.02784,55,google_scholar,yes,4,arxiv|google_scholar|openalex|semanticscholar,confirmation,yes
C01983,arxiv,ODD: A Benchmark Dataset for the Natural Language Processing based Opioid Related Aberrant Behavior Detection,Sunjae Kwon; Xun Wang; Weisong Liu; Emily Druhl; Minhee L. Sung; Joel I. Reisman; Wenjun Li; Robert D. Kerns; William Becker; Hong Yu,2023,arXiv,stage_1_pending,,,,,,,,,,2307.02591,0,,no,1,arxiv,confirmation,yes
C01984,arxiv,ODIN: On-demand Data Formulation to Mitigate Dataset Lock-in,SP Choi; Jihun Lee; Hyeongseok Ahn; Sanghee Jung; Bumsoo Kang,2023,arXiv,stage_1_pending,,,,,,,,,,2303.06832,0,,no,1,arxiv,confirmation,yes
C01985,arxiv,OLaLa: Ontology Matching with Large Language Models,Sven Hertling; Heiko Paulheim,2023,arXiv,stage_1_pending,,,,,,,,,,2311.03837,0,,no,1,arxiv,confirmation,yes
C01986,semanticscholar,OWQ: Outlier-Aware Weight Quantization for Efficient Fine-Tuning and Inference of Large Language Models,Changhun Lee; Jun-gyu Jin; Taesu Kim; Hyungjun Kim; Eunhyeok Park,2023,AAAI Conference on Artificial Intelligence,stage_1_pending,,,,,,,,,10.1609/aaai.v38i12.29237,2306.02272,153,semanticscholar,yes,4,arxiv|dblp|openalex|semanticscholar,confirmation,yes
C01987,semanticscholar,Oases: Efficient Large-Scale Model Training on Commodity Servers via Overlapped and Automated Tensor Model Parallelism,Shengwei Li; Zhiquan Lai; Yanqi Hao; Weijie Liu; Ke-shi Ge; Xiaoge Deng; Dongsheng Li; KaiCheng Lu,2023,IEEE Transactions on Parallel and Distributed Systems,stage_1_pending,,,,,,,,,10.1109/tpds.2025.3583165,2305.16121,11,semanticscholar,yes,1,semanticscholar,confirmation,yes
C01988,openalex_acm,OctFormer: Octree-based Transformers for 3D Point Clouds,Peng‐Shuai Wang,2023,ACM Transactions on Graphics,stage_1_pending,,,,,,,,,10.1145/3592131,2305.03045,98,openalex_acm,yes,1,openalex_acm,confirmation,yes
C01989,arxiv,Octavius: Mitigating Task Interference in MLLMs via LoRA-MoE,Zeren Chen; Ziqin Wang; Zhen Wang; Huayang Liu; Zhenfei Yin; Si Liu; Lu Sheng; Wanli Ouyang; Yu Qiao; Jing Shao,2023,arXiv,stage_1_pending,,,,,,,,,,2311.02684,0,,no,1,arxiv,confirmation,yes
C01990,openalex,OliVe: Accelerating Large Language Models via Hardware-friendly Outlier-Victim Pair Quantization,Cong Guo; Jiaming Tang; Weiming Hu; Jingwen Leng; Chen Zhang; Fan Yang; Yunxin Liu; Minyi Guo; Yuhao Zhu,2023,,stage_1_pending,,,,,,,,,10.1145/3579371.3589038,2304.07493,133,openalex,yes,1,openalex,confirmation,yes
C01991,semanticscholar,OmniQuant: Omnidirectionally Calibrated Quantization for Large Language Models,Wenqi Shao; Mengzhao Chen; Zhaoyang Zhang; Peng Xu; Lirui Zhao; Zhiqiang Li; Kaipeng Zhang; Peng Gao; Y. Qiao; Ping Luo,2023,International Conference on Learning Representations,stage_1_pending,,,,,,,,,10.48550/arxiv.2308.13137,2308.13137,684,google_scholar,yes,4,arxiv|google_scholar|openalex|semanticscholar,confirmation,yes
C01992,arxiv,On The Role of Reasoning in the Identification of Subtle Stereotypes in Natural Language,Jacob-Junqi Tian; Omkar Dige; D. B. Emerson; Faiza Khan Khattak,2023,arXiv,stage_1_pending,,,,,,,,,,2308.00071,0,,no,1,arxiv,confirmation,yes
C01993,arxiv,On the Analysis of Cross-Lingual Prompt Tuning for Decoder-based Multilingual Model,Nohil Park; Joonsuk Park; Kang Min Yoo; Sungroh Yoon,2023,arXiv,stage_1_pending,,,,,,,,,,2311.07820,0,,no,1,arxiv,confirmation,yes
C01994,arxiv,On the Benefits of Public Representations for Private Transfer Learning under Distribution Shift,Pratiksha Thaker; Amrith Setlur; Zhiwei Steven Wu; Virginia Smith,2023,arXiv,stage_1_pending,,,,,,,,,,2312.15551,0,,no,1,arxiv,confirmation,yes
C01995,arxiv,On the Efficacy of Differentially Private Few-shot Image Classification,Marlon Tobaben; Aliaksandra Shysheya; John Bronskill; Andrew Paverd; Shruti Tople; Santiago Zanella-Beguelin; Richard E Turner; Antti Honkela,2023,arXiv,stage_1_pending,,,,,,,,,,2302.01190,0,,no,1,arxiv,confirmation,yes
C01996,semanticscholar,On the Impact of Calibration Data in Post-training Quantization and Pruning,Miles Williams; Nikolaos Aletras,2023,Annual Meeting of the Association for Computational Linguistics,stage_1_pending,,,,,,,,,10.18653/v1/2024.acl-long.544,2311.09755,55,semanticscholar,yes,2,arxiv|semanticscholar,confirmation,yes
C01997,arxiv,"On the Promises and Challenges of Multimodal Foundation Models for Geographical, Environmental, Agricultural, and Urban Planning Applications",Chenjiao Tan; Qian Cao; Yiwei Li; Jielu Zhang; Xiao Yang; Huaqin Zhao; Zihao Wu; Zhengliang Liu; Hao Yang; Nemin Wu; Tao Tang; Xinyue Ye; Lilong Chai; Ninghao Liu; Changying Li; Lan Mu; Tianming Liu; Gengchen Mai,2023,arXiv,stage_1_pending,,,,,,,,,,2312.17016,0,,no,1,arxiv,confirmation,yes
C01998,arxiv,On the Relationship between Skill Neurons and Robustness in Prompt Tuning,Leon Ackermann; Xenia Ohmer,2023,arXiv,stage_1_pending,,,,,,,,,,2309.12263,0,,no,1,arxiv,confirmation,yes
C01999,arxiv,On the Role of Attention in Prompt-tuning,Samet Oymak; Ankit Singh Rawat; Mahdi Soltanolkotabi; Christos Thrampoulidis,2023,arXiv,stage_1_pending,,,,,,,,,,2306.03435,0,,no,1,arxiv,confirmation,yes
C02000,semanticscholar,On-Device AI: Quantization-Aware Training of Transformers in Time-Series,Tianheng Ling; Gregor Schiele,2023,2023 IEEE International Conference on Pervasive Computing and Communications Workshops and other Affiliated Events (PerCom Workshops),stage_1_pending,,,,,,,,,10.1109/percomworkshops56833.2023.10150339,2408.16495,1,semanticscholar,yes,5,arxiv|dblp|ieee|openalex|semanticscholar,confirmation,yes
C02001,arxiv,One Model for All Domains: Collaborative Domain-Prefix Tuning for Cross-Domain NER,Xiang Chen; Lei Li; Shuofei Qiao; Ningyu Zhang; Chuanqi Tan; Yong Jiang; Fei Huang; Huajun Chen,2023,arXiv,stage_1_pending,,,,,,,,,,2301.10410,0,,no,1,arxiv,confirmation,yes
C02002,semanticscholar,"One Network, Many Masks: Towards More Parameter-Efficient Transfer Learning",Guangtao Zeng; Peiyuan Zhang; Wei Lu,2023,Annual Meeting of the Association for Computational Linguistics,stage_1_pending,,,,,,,,,10.48550/arxiv.2305.17682,2305.17682,25,semanticscholar,yes,2,arxiv|semanticscholar,confirmation,yes
C02003,arxiv,One Size Fits All for Semantic Shifts: Adaptive Prompt Tuning for Continual Learning,Doyoung Kim; Susik Yoon; Dongmin Park; Youngjun Lee; Hwanjun Song; Jihwan Bang; Jae-Gil Lee,2023,arXiv,stage_1_pending,,,,,,,,,,2311.12048,0,,no,1,arxiv,confirmation,yes
C02004,arxiv,One for All: Towards Training One Graph Model for All Classification Tasks,Hao Liu; Jiarui Feng; Lecheng Kong; Ningyue Liang; Dacheng Tao; Yixin Chen; Muhan Zhang,2023,arXiv,stage_1_pending,,,,,,,,,,2310.00149,0,,no,1,arxiv,confirmation,yes
C02005,openalex,One-for-All: Generalized LoRA for Parameter-Efficient Fine-tuning,Arnav Chavan; Zhuang Liu; Deepak Gupta; Eric P. Xing; Zhiqiang Shen,2023,arXiv (Cornell University),stage_1_pending,,,,,,,,,10.48550/arxiv.2306.07967,2306.07967,124,semanticscholar,yes,3,arxiv|openalex|semanticscholar,confirmation,yes
C02006,arxiv,Online Class Incremental Learning on Stochastic Blurry Task Boundary via Mask and Visual Prompt Tuning,Jun-Yeong Moon; Keon-Hee Park; Jung Uk Kim; Gyeong-Moon Park,2023,arXiv,stage_1_pending,,,,,,,,,,2308.09303,0,,no,1,arxiv,confirmation,yes
C02007,arxiv,Open-Source LLMs for Text Annotation: A Practical Guide for Model Setting and Fine-Tuning,Meysam Alizadeh; Maël Kubli; Zeynab Samei; Shirin Dehghani; Mohammadmasiha Zahedivafa; Juan Diego Bermeo; Maria Korobeynikova; Fabrizio Gilardi,2023,arXiv,stage_1_pending,,,,,,,,,,2307.02179,0,,no,1,arxiv,confirmation,yes
C02008,semanticscholar,OpenEmbedding: A Distributed Parameter Server for Deep Learning Recommendation Models using Persistent Memory,Cheng Chen; Yilin Wang; Jun Yang; Yiming Liu; Mian Lu; Zhao Zheng; Bingsheng He; W. Wong; Liang You; Penghao Sun; Yuping Zhao; Feng-qin Hu; A. Rudoff,2023,IEEE International Conference on Data Engineering,stage_1_pending,,,,,,,,,10.1109/icde55515.2023.00228,,5,semanticscholar,yes,1,semanticscholar,confirmation,yes
C02009,arxiv,OpenSR: Open-Modality Speech Recognition via Maintaining Multi-Modality Alignment,Xize Cheng; Tao Jin; Linjun Li; Wang Lin; Xinyu Duan; Zhou Zhao,2023,arXiv,stage_1_pending,,,,,,,,,,2306.06410,0,,no,1,arxiv,confirmation,yes
C02010,arxiv,OptiReduce: Resilient and Tail-Optimal AllReduce for Distributed Deep Learning in the Cloud,Ertza Warraich; Omer Shabtai; Khalid Manaa; Shay Vargaftik; Yonatan Piasetzky; Matty Kadosh; Lalith Suresh; Muhammad Shahbaz,2023,arXiv,stage_1_pending,,,,,,,,,,2310.06993,0,,no,1,arxiv,confirmation,yes
C02011,semanticscholar,Optimization of Federated Learning's Client Selection for Non-IID Data Based on Grey Relational Analysis,Shuaijun Chen; Omid Tavallaie; Michael Henri Hambali; S. M. Zandavi; Hamed Haddadi; Song Guo; Albert Y. Zomaya,2023,,stage_1_pending,,,,,,,,,,2310.08147,4,semanticscholar,no,1,semanticscholar,confirmation,yes
C02012,openalex_acm,Optimization-Free Test-Time Adaptation for Cross-Person Activity Recognition,Shuoyuan Wang; Jindong Wang; Haohao Xi; Bob Zhang; Lei Zhang; Hongxin Wei,2023,Proceedings of the ACM on Interactive Mobile Wearable and Ubiquitous Technologies,stage_1_pending,,,,,,,,,10.1145/3631450,,12,openalex_acm,yes,1,openalex_acm,confirmation,yes
C02013,semanticscholar,Optimizing Distributed Training on Frontier for Large Language Models,Sajal Dash; Isaac Lyngaas; Junqi Yin; Xiao Wang; Romain Egele; Guojing Cong; Feiyi Wang; Prasanna Balaprakash,2023,ISC High Performance,stage_1_pending,,,,,,,,,10.48550/arxiv.2312.12705,2312.12705,45,google_scholar,yes,3,arxiv|google_scholar|semanticscholar,confirmation,yes
C02014,arxiv,Optimizing a Transformer-based network for a deep learning seismic processing workflow,Randy Harsuko; Tariq Alkhalifah,2023,arXiv,stage_1_pending,,,,,,,,,,2308.04739,0,,no,1,arxiv,confirmation,yes
C02015,semanticscholar,Optimus-CC: Efficient Large NLP Model Training with 3D Parallelism Aware Communication Compression,Jaeyong Song; Jinkyu Yim; Jaewon Jung; Hongsun Jang; H. Kim; Youngsok Kim; Jinho Lee,2023,International Conference on Architectural Support for Programming Languages and Operating Systems,stage_1_pending,,,,,,,,,10.1145/3575693.3575712,2301.09830,48,semanticscholar,yes,1,semanticscholar,confirmation,yes
