id,source,parent_query,bucket,title,authors,venue,year,site,cited_by,date_retrieved,stage_reached,decision,exclusion_reason
GS0125,google_scholar,UNASSIGNED,UNMATCHED,Dllmquant: Quantizing diffusion-based large language models,"C Xu, D Yang","arXiv preprint arXiv:2508.14090, 2025",2025,arxiv.org,11,2026-07-21/22,,,
GS0126,google_scholar,UNASSIGNED,UNMATCHED,[BOOK] Efficient Deployment Algorithms for Large Language Models,G Xiao,2024,2024,search.proquest.com,,2026-07-21/22,,,
GS0127,google_scholar,UNASSIGNED,UNMATCHED,Quantized Visual Geometry Grounded Transformer,,,,,,2026-07-21/22,,,
GS0128,google_scholar,UNASSIGNED,UNMATCHED,Quantized side tuning: Fast and memory-efficient tuning of quantized large language models,"Z Zhang, D Zhao, X Miao, G Oliaro…","Proceedings of the …, 2024 -",2024,,33,2026-07-21/22,,,
GS0129,google_scholar,UNASSIGNED,UNMATCHED,Optimizing fine-tuning in quantized language models: an in-depth analysis of key variables,"A Shen, Z Lai, D Li, X Hu","Computers, Materials, & Continua, 2025 -",2025,,6,2026-07-21/22,,,
GS0130,google_scholar,UNASSIGNED,UNMATCHED,Cloq: Enhancing fine-tuning of quantized llms via calibrated lora initialization,2025,arxiv.org,2025,,7,2026-07-21/22,,,
GS0131,google_scholar,UNASSIGNED,UNMATCHED,Accurate and Efficient Fine-Tuning of Quantized Large Language Models Through Optimal Balance in Adaptation,2025,direct.mit.edu,2025,,5,2026-07-21/22,,,
GS0132,google_scholar,UNASSIGNED,UNMATCHED,Efficient fine-tuning of quantized models via adaptive rank and bitwidth,"C Zhou, S Han, S Zhang, Y Zhou, W ZHANG, J Cheng",2025,2025,openreview.net,4,2026-07-21/22,,,
GS0133,google_scholar,UNASSIGNED,UNMATCHED,Elemental Adaptation of Low-Rank Quantisation-Aware Training for Large Language Models on Natural Language Processing Tasks,"A Anil, CS Muragod…","2025 9th International …, 2025 -",2025,,1,2026-07-21/22,,,
GS0134,google_scholar,UNASSIGNED,UNMATCHED,Efficient Fine-Tuning of Quantized LLMs via Three-Stage Optimization,,,,,,2026-07-21/22,,,
GS0135,google_scholar,UNASSIGNED,UNMATCHED,QDLoRA: Enhanced LoRA Fine-Tuning on Quantized LLMs via Integrated Low-Rank Decomposition,2025,Springer,2025,,,2026-07-21/22,,,
GS0136,google_scholar,UNASSIGNED,UNMATCHED,QLESS: A Quantized Approach for Data Valuation and Selection in Large Language Model Fine-Tuning,"M Ananta, MF Adilazuarda, ZMK Zuhri…","arXiv preprint arXiv …, 2025 -",2025,,2,2026-07-21/22,,,
GS0137,google_scholar,UNASSIGNED,UNMATCHED,Lq-lora: Low-rank plus quantized matrix decomposition for efficient language model finetuning,"H Guo, P Greengard, E Xing…","… Conference on Learning …, 2024 -",2024,,119,2026-07-21/22,,,
GS0138,google_scholar,UNASSIGNED,UNMATCHED,Related searches,,,,,126,2026-07-21/22,,,
GS0139,google_scholar,UNASSIGNED,UNMATCHED,Adaprompt: Adaptive model training for prompt-based nlp,"Y Chen, Y Liu, L Dong, S Wang, C Zhu…","Findings of the …, 2022 -",2022,,67,2026-07-21/22,,,
GS0140,google_scholar,UNASSIGNED,UNMATCHED,DEEP PROGRESSIVE TRAINING: SCALING UP DEPTH,,,,,,2026-07-21/22,,,
GS0141,google_scholar,UNASSIGNED,UNMATCHED,-   Since 2026,,,,,164,2026-07-21/22,,,
GS0142,google_scholar,UNASSIGNED,UNMATCHED,Efficient large-scale language model training on gpu clusters using megatron-lm,"D Narayanan, M Shoeybi, J Casper…","Proceedings of the …, 2021 -",2021,,1728,2026-07-21/22,,,
GS0143,google_scholar,UNASSIGNED,UNMATCHED,"Train big, then compress: Rethinking model size for efficient training and inference of transformers","Z Li, E Wallace, S Shen, K Lin…","International …, 2020 -",2020,,432,2026-07-21/22,,,
GS0144,google_scholar,UNASSIGNED,UNMATCHED,Optimizing dense retrieval model training with hard negatives,2021,dl.acm.org,2021,,435,2026-07-21/22,,,
GS0145,google_scholar,UNASSIGNED,UNMATCHED,Cotrain: Efficient scheduling for large-model training upon gpu and cpu in parallel,"…, 2023",dl.acm.org,2023,,16,2026-07-21/22,,,
GS0146,google_scholar,UNASSIGNED,UNMATCHED,A Case Study on Benchmarking Distributed AI Systems,"J Gao, X Peng, S Liu, J Liu, Y Wang…","2025 IEEE/ACM …, 2025 -",2025,,,2026-07-21/22,,,
GS0147,google_scholar,UNASSIGNED,UNMATCHED,Model Pre-training,"WX Zhao, K Zhou, J Li, T Tang, JR Wen","Large Language Models, 2025 -",2025,,,2026-07-21/22,,,
GS0148,google_scholar,UNASSIGNED,UNMATCHED,Scaling studies for efficient parameter search and parallelism for large language model pre-training,2023,arxiv.org,2023,,2,2026-07-21/22,,,
GS0149,google_scholar,UNASSIGNED,UNMATCHED,An Empirical Study of Issues in Large Language Model Training Systems,"…, 2025",dl.acm.org,2025,,3,2026-07-21/22,,,
GS0150,google_scholar,UNASSIGNED,UNMATCHED,Fastermoe: modeling and optimizing training of large-scale dynamic pre-trained models,"…, 2022",dl.acm.org,2022,,218,2026-07-21/22,,,
GS0151,google_scholar,UNASSIGNED,UNMATCHED,"Scalable training, simulation, and serving of large language models and traffic systems: A comprehensive review",2024,files.osf.io,2024,,1,2026-07-21/22,,,
GS0152,google_scholar,UNASSIGNED,UNMATCHED,"Training Frameworks for Large Language Models: Architectures, Challenges, and Innovations",AK Dash,"Journal of Computer Science and Technology Studies, 2025",2025,,,2026-07-21/22,,,
GS0153,google_scholar,UNASSIGNED,UNMATCHED,"Training strategies, computational consumption, and memory control for large-scale language models",Y Lei,"Proceedings of the 2025 5th International Conference …, 2025 -",2025,,1,2026-07-21/22,,,
GS0154,google_scholar,UNASSIGNED,UNMATCHED,Slapo: A schedule language for progressive optimization of large deep learning model training,2024,dl.acm.org,2024,,20,2026-07-21/22,,,
GS0155,google_scholar,UNASSIGNED,UNMATCHED,Decentralized training of foundation models in heterogeneous environments,"B Yuan, Y He, J Davis, T Zhang…","Advances in …, 2022 -",2022,,183,2026-07-21/22,,,
GS0156,google_scholar,UNASSIGNED,UNMATCHED,Moesys: A distributed and efficient mixture-of-experts training and inference system for internet services,"D Yu, L Shen, H Hao, W Gong, H Wu…","IEEE Transactions …, 2024 -",2024,,45,2026-07-21/22,,,
GS0157,google_scholar,UNASSIGNED,UNMATCHED,Full View,2024,dl.acm.org,2024,,182,2026-07-21/22,,,
GS0158,google_scholar,UNASSIGNED,UNMATCHED,Training with confidence: Catching silent errors in deep learning training with automated proactive checks,"Y Jiang, Z Zhou, B Xu, B Liu, R Xu…","19th USENIX Symposium …, 2025 -",2025,,17,2026-07-21/22,,,
GS0159,google_scholar,UNASSIGNED,UNMATCHED,Exploiting sparsity in pruned neural networks to optimize large model training,"S Singh, A Bhatele","2023 IEEE International Parallel and …, 2023 -",2023,,15,2026-07-21/22,,,
GS0160,google_scholar,UNASSIGNED,UNMATCHED,X-MoE: Enabling Scalable Training for Emerging Mixture-of-Experts Architectures on HPC Platforms,"Y Yuan, A Gupta, J Li, S Dash, F Wang…","Proceedings of the …, 2025 -",2025,,7,2026-07-21/22,,,
GS0161,google_scholar,UNASSIGNED,UNMATCHED,Training and serving system of foundation models: A comprehensive survey,"J Zhou, Y Chen, Z Hong, W Chen, Y Yu…","IEEE Open Journal …, 2024 -",2024,,37,2026-07-21/22,,,
GS0162,google_scholar,UNASSIGNED,UNMATCHED,Optimizing End to End Inference Time on MoE models,AE Santo,2025,2025,epfl.ch,,2026-07-21/22,,,
GS0163,google_scholar,UNASSIGNED,UNMATCHED,Benchmark Assessment for Optimization Andacceleration Libraries in Deep Learning-Based Models,"G Liang, I Alsmadi, X Xin",2022,2022,researchsquare.com,,2026-07-21/22,,,
GS0164,google_scholar,UNASSIGNED,UNMATCHED,Cached model-as-a-resource: Provisioning large language model agents for edge intelligence in space-air-ground integrated networks,"M Xu, D Niyato, H Zhang, J Kang…","IEEE Transactions …, 2026 -",2026,,64,2026-07-21/22,,,
GS0165,google_scholar,UNASSIGNED,UNMATCHED,Large Language Model Inference over Edge-assisted IoT: An Cost-efficient Optimization Method,"Y Lin, S Yao, M Wang, S Wei, X Chen…","2025 IEEE/CIC …, 2025 -",2025,,,2026-07-21/22,,,
GS0166,google_scholar,UNASSIGNED,UNMATCHED,Mobile edge intelligence for large language models: A contemporary survey,"G Qu, Q Chen, W Wei, Z Lin, X Chen…","… Surveys & Tutorials, 2025 -",2025,,388,2026-07-21/22,,,
GS0167,google_scholar,UNASSIGNED,UNMATCHED,Retrieval-augmented generation for mobile edge computing via large language model,2024,arxiv.org,2024,,15,2026-07-21/22,,,
GS0168,google_scholar,UNASSIGNED,UNMATCHED,Beyond the cloud: Edge inference for generative large language models in wireless networks,"X Zhang, J Nie, Y Huang, G Xie, Z Xiong…","IEEE Transactions …, 2024 -",2024,,101,2026-07-21/22,,,
GS0169,google_scholar,UNASSIGNED,UNMATCHED,Harnessing Large Language Models for Intelligent Resource Allocation in the Internet of Everything,"H Zhang, Z Duan, Z Wu, X Ma, Y Ren","IEEE Network, 2026 -",2026,,1,2026-07-21/22,,,
GS0170,google_scholar,UNASSIGNED,UNMATCHED,Adaptive layer splitting for wireless large language model inference in edge computing: a model-based reinforcement learning approach,"Technology …, 2025",Springer,2025,,26,2026-07-21/22,,,
GS0171,google_scholar,UNASSIGNED,UNMATCHED,Rethinking I/O Caching for Large Language Model Inference on Resource-Constrained Mobile Platforms,"H Kim, J Lee, H Bahn","Mathematics, 2025",2025,mdpi.com,2,2026-07-21/22,,,
GS0172,google_scholar,UNASSIGNED,UNMATCHED,Large Language Model partitioning for low-latency inference at the edge,"D Kafetzis, R Khalili…","2025 23rd International …, 2025 -",2025,,9,2026-07-21/22,,,
GS0173,google_scholar,UNASSIGNED,UNMATCHED,EdgeNetLLM: Cloud-Edge Collaborative Adaptation of Large Language Models for Mobile Networking,"X Zheng, Y Li, B Zheng, C Zhang…","IEEE Transactions on …, 2025 -",2025,,9,2026-07-21/22,,,
GS0174,google_scholar,UNASSIGNED,UNMATCHED,Efficient deployment of large language model across cloud-device systems,"F Yang, Z Wang, H Zhang, Z Zhu…","2024 IEEE 37th …, 2024 -",2024,,16,2026-07-21/22,,,
GS0175,google_scholar,UNASSIGNED,UNMATCHED,EdgeMoE: Empowering Sparse Large Language Models on Mobile Devices,"R Yi, L Guo, S Wei, A Zhou, S Wang…","IEEE Transactions on …, 2025 -",2025,,71,2026-07-21/22,,,
GS0176,google_scholar,UNASSIGNED,UNMATCHED,A Lightweight Generative Large Language Model (LLM)-based Internet of Things (IoT) Networking Framework for Edge-Cloud Collaboration,2025,dl.acm.org,2025,,2,2026-07-21/22,,,
GS0177,google_scholar,UNASSIGNED,UNMATCHED,Large Language Models in the Cloud Network,"…, 2026",Springer,2026,,,2026-07-21/22,,,
GS0178,google_scholar,UNASSIGNED,UNMATCHED,Efficient Inference for Edge Large Language Models: A Survey,"G Cai, R Tian, L Yang, Y Jia, L Li…","Tsinghua Science and …, 2026 -",2026,,23,2026-07-21/22,,,
GS0179,google_scholar,UNASSIGNED,UNMATCHED,"Large Language Model-Empowered Wireless Networks: Fundamentals, Architecture, and Challenges","LU Khan, M Guizani, S Muhaidat…","IEEE Internet of Things …, 2026 -",2026,,4,2026-07-21/22,,,
GS0180,google_scholar,B1_peft_1,B1_1_peft_llm,Mora: High-rank updating for parameter-efficient fine-tuning,2024,arxiv.org,2024,,96,2026-07-21/22,,,
GS0181,google_scholar,B1_peft_1,B1_1_peft_llm,AMAQ: Adaptive Mixed-bit Activation Quantization for Collaborative Parameter Efficient Fine-tuning,2025,arxiv.org,2025,,,2026-07-21/22,,,
GS0182,google_scholar,B1_peft_1,B1_1_peft_llm,PE-QAT: Parameter-Efficient Quantization-Aware Training for Large Language Models,S Mishra,"Proceedings of the 64th Annual Meeting of the …, 2026 -",2026,,,2026-07-21/22,,,
GS0183,google_scholar,B1_peft_1,B1_1_peft_llm,L4Q: Parameter efficient quantization-aware fine-tuning on large language models,"H Jeon, Y Kim, JJ Kim","Proceedings of the 63rd Annual Meeting …, 2025 -",2025,,27,2026-07-21/22,,,
GS0184,google_scholar,B1_peft_1,B1_1_peft_llm,RA-LoRA: Rank-adaptive parameter-efficient fine-tuning for accurate 2-bit quantized large language models,"M Kim, S Lee, W Sung, J Choi","Findings of the Association for …, 2024 -",2024,,30,2026-07-21/22,,,
GS0185,google_scholar,B1_peft_1,B1_1_peft_llm,Slora: Federated parameter efficient fine-tuning of language models,2023,arxiv.org,2023,,186,2026-07-21/22,,,
GS0186,google_scholar,B1_peft_1,B1_1_peft_llm,PeFAD: a parameter-efficient federated framework for time series anomaly detection,2024,dl.acm.org,2024,,80,2026-07-21/22,,,
GS0187,google_scholar,B1_peft_1,B1_1_peft_llm,Fedpetuning: When federated learning meets the parameter-efficient tuning methods of pre-trained language models,"Z Zhang, Y Yang, Y Dai, Q Wang, Y Yu…","Findings of the …, 2023 -",2023,,223,2026-07-21/22,,,
GS0188,google_scholar,B1_peft_1,B1_1_peft_llm,Automated federated pipeline for parameter-efficient fine-tuning of large language models,"Z Fang, Z Lin, Z Chen, X Chen, Y Gao…","IEEE Transactions on …, 2025 -",2025,,108,2026-07-21/22,,,
GS0189,google_scholar,B1_peft_1,B1_1_peft_llm,Reducing communication overhead in federated learning for pre-trained language models using parameter-efficient finetuning,"S Malaviya, M Shukla, S Lodha","Conference on Lifelong …, 2023 -",2023,,30,2026-07-21/22,,,
GS0190,google_scholar,B1_peft_1,B1_1_peft_llm,A survey on parameter-efficient fine-tuning for foundation models in federated learning,2025,arxiv.org,2025,,25,2026-07-21/22,,,
GS0191,google_scholar,B1_peft_1,B1_1_peft_llm,Towards Robust Parameter-Efficient Fine-Tuning for Federated Learning,"X Fang, M Ye","Advances in Neural Information Processing …, 2026 -",2026,,2,2026-07-21/22,,,
GS0192,google_scholar,B1_peft_1,B1_1_peft_llm,Exploring parameter-efficient fine-tuning for improving communication efficiency in federated learning,"G Sun, M Mendieta, T Yang, C Chen",2022,2022,openreview.net,30,2026-07-21/22,,,
GS0193,google_scholar,B1_peft_1,B1_1_peft_llm,Flora: Enhancing vision-language models with parameter-efficient federated learning,2024,arxiv.org,2024,,43,2026-07-21/22,,,
GS0194,google_scholar,B1_peft_1,B1_1_peft_llm,Client-customized adaptation for parameter-efficient federated learning,"Y Kim, J Kim, WL Mok, JH Park…","Findings of the …, 2023 -",2023,,45,2026-07-21/22,,,
GS0195,google_scholar,B1_peft_1,B1_1_peft_llm,Perada: Parameter-efficient federated learning personalization with generalization guarantees,"C Xie, DA Huang, W Chu, D Xu…","Proceedings of the …, 2024 -",2024,,55,2026-07-21/22,,,
GS0196,google_scholar,B1_peft_1,B1_1_peft_llm,When federated learning meets pre-trained language models' parameter-efficient tuning methods,2022,arxiv.org,2022,,32,2026-07-21/22,,,
GS0197,google_scholar,B1_peft_1,B1_1_peft_llm,A federated learning-friendly approach for parameter-efficient fine-tuning of sam in 3d segmentation,"M Asokan, JG Benjamin, M Yaqub…","… Conference on Medical …, 2024 -",2024,,20,2026-07-21/22,,,
GS0198,google_scholar,B1_peft_1,B1_1_peft_llm,FedCoLLM: a parameter-efficient federated co-tuning framework for large and small language models,"T Fan, Y Kang, G Ma, L Fan, K Chen…","arXiv preprint arXiv …, 2024 -",2024,,14,2026-07-21/22,,,
GS0199,google_scholar,B1_peft_1,B1_1_peft_llm,Parameter-Efficient Federated Adaptive Fine-Tuning for Fault Diagnosis Under Heterogeneous Measurement Data,"Z Ye, J Wu, X He, L Wang…","IEEE Transactions on …, 2026 -",2026,,1,2026-07-21/22,,,
GS0200,google_scholar,B1_peft_1,B1_1_peft_llm,Parameter-efficient transfer learning under federated learning for automatic speech recognition,2024,arxiv.org,2024,,4,2026-07-21/22,,,
GS0201,google_scholar,B1_peft_1,B1_1_peft_llm,Exploring parameter-efficient fine-tuning to enable foundation models in federated learning,"G Sun, U Khalid, M Mendieta, P Wang…","… Conference on Big …, 2024 -",2024,,16,2026-07-21/22,,,
GS0202,google_scholar,B1_peft_1,B1_1_peft_llm,A survey on federated parameter-efficient fine-tuning for large language models,"Q Wen, X Zhang, N Xiang, J Chen…","… Conference on Big …, 2025 -",2025,,2,2026-07-21/22,,,
GS0203,google_scholar,B1_peft_1,B1_1_peft_llm,Fedmcp: Parameter-efficient federated learning with model-contrastive personalization,"Q Zhao, C Qu, C Chen, M Fan…","2024 IEEE 30th …, 2024 -",2024,,4,2026-07-21/22,,,
GS0204,google_scholar,B1_peft_1,B1_1_peft_llm,Adaptive parameter-efficient federated fine-tuning on heterogeneous devices,"J Liu, Y Liao, H Xu, Y Xu, J Liu…","IEEE Transactions on …, 2025 -",2025,,13,2026-07-21/22,,,
GS0205,google_scholar,B1_peft_1,B1_1_peft_llm,"FedPEAT: convergence of federated learning, parameter-efficient fine tuning, and emulator assisted tuning for artificial intelligence foundation models with mobile …","TJ Chua, W Yu, J Zhao, KY Lam","arXiv preprint arXiv:2310.17491, 2023 -",2023,,16,2026-07-21/22,,,
GS0206,google_scholar,B1_peft_1,B1_1_peft_llm,Adaptive rank allocation for federated parameter-efficient fine-tuning of language models,"F Wu, J Hu, G Min, S Wang","IEEE Transactions on Computers, 2026 -",2026,,8,2026-07-21/22,,,
GS0207,google_scholar,B1_peft_1,B1_1_peft_llm,Plug-and-play parameter-efficient tuning of embeddings for federated recommendation,"H Yuan, Y Zhang, X He, QZ Sheng…","Proceedings of the AAAI …, 2026 -",2026,,1,2026-07-21/22,,,
GS0208,google_scholar,B1_peft_1,B1_1_peft_llm,A parameter-efficient federated framework for streaming time series anomaly detection via lightweight adaptation,"H Miao, R Xu, Y Zhao, S Wang, J Wang…","IEEE Transactions …, 2025 -",2025,,22,2026-07-21/22,,,
GS0209,google_scholar,B1_peft_1,B1_1_peft_llm,Peft-as-an-attack! jailbreaking language models during federated parameter-efficient fine-tuning,"S Li, ECH Ngai, F Ye, T Voigt","arXiv preprint arXiv:2411.19335, 2024 -",2024,,24,2026-07-21/22,,,
GS0210,google_scholar,B1_peft_1,B1_1_peft_llm,Probing the efficacy of federated parameter-efficient fine-tuning of vision transformers for medical image classification,"…, 2024",Springer,2024,,11,2026-07-21/22,,,
GS0211,google_scholar,B1_peft_1,B1_1_peft_llm,Parameter-efficient federated cooperative learning for 3D object detection in autonomous driving,"F Chi, Y Wang, P Nasiopoulos…","IEEE Internet of Things …, 2025 -",2025,,11,2026-07-21/22,,,
GS0212,google_scholar,B1_peft_1,B1_1_peft_llm,An Investigation of Parameter Efficient Federated Learning with Foundation Model,"Z Wang, Z Li, Y Guo, J Tang","2025 10th International …, 2025 -",2025,,,2026-07-21/22,,,
GS0213,google_scholar,B1_peft_1,B1_1_peft_llm,Fit: Parameter efficient few-shot transfer learning for personalized and federated image classification,"A Shysheya, J Bronskill, M Patacchiola…","arXiv preprint arXiv …, 2022 -",2022,,48,2026-07-21/22,,,
GS0214,google_scholar,B1_peft_1,B1_1_peft_llm,Feditd: A federated parameter-efficient tuning with pre-trained large language models and transfer learning framework for insider threat detection,"ZQ Wang, H Wang, A El Saddik","IEEE Access, 2024",2024,ieeexplore.ieee.org,29,2026-07-21/22,,,
GS0215,google_scholar,B1_peft_1,B1_1_peft_llm,Closed-form merging of parameter-efficient modules for federated continual learning,"R Salami, P Buzzega, M Mosconi…","International …, 2025 -",2025,,32,2026-07-21/22,,,
GS0216,google_scholar,B1_peft_1,B1_1_peft_llm,A Federated and Parameter-Efficient Framework for Large Language Model Training in Medicine,2026,arxiv.org,2026,,2,2026-07-21/22,,,
GS0217,google_scholar,B1_peft_1,B1_1_peft_llm,Parameter-Efficient and Personalized Federated Training of Generative Models at the Edge,2025,arxiv.org,2025,,,2026-07-21/22,,,
GS0218,google_scholar,B1_peft_1,B1_1_peft_llm,SCOPE: Shared Content Orchestration of Parameter-Efficient Experts for Federated Domain Generalization,"M Soliman, A Radwan, O Abdelaziz…","Proceedings of the …, 2026 -",2026,,,2026-07-21/22,,,
GS0219,google_scholar,B1_peft_1,B1_1_peft_llm,Parameter-Efficient Federal-Tuning Enhances Privacy Preserving for Speech Emotion Recognition,"H Chen, H Zhao, Y Gao, Y Liu…","ICASSP 2025-2025 IEEE …, 2025 -",2025,,3,2026-07-21/22,,,
GS0220,google_scholar,B1_peft_1,B1_1_peft_llm,"… -preserving fine-tuning of artificial intelligence (ai) foundation models with federated learning, differential privacy, offsite tuning, and parameter-efficient fine-tuning (peft …",J Zhao,"Authorea Preprints, 2023",2023,techrxiv.org,15,2026-07-21/22,,,
GS0221,google_scholar,B1_peft_1,B1_1_peft_llm,GENE-FL: Gene-Driven Parameter-Efficient Dynamic Federated Learning,"S Guo, J Lv, Q Wang, X Geng","arXiv preprint arXiv:2504.14628, 2025 -",2025,,3,2026-07-21/22,,,
GS0222,google_scholar,B2_quantization_2,B2_2_gptq_awq_smoothquant_qlora,Gptq: Accurate post-training quantization for generative pre-trained transformers,2022,arxiv.org,2022,,3337,2026-07-21/22,,,
GS0223,google_scholar,B2_quantization_2,B2_2_gptq_awq_smoothquant_qlora,The Geometry of LLM Quantization: GPTQ as Babai's Nearest Plane Algorithm,2025,arxiv.org,2025,,10,2026-07-21/22,,,
GS0224,google_scholar,B2_quantization_2,B2_2_gptq_awq_smoothquant_qlora,GPTQT: quantize large language models twice to push the efficiency,2024,ieeexplore.ieee.org,2024,,5,2026-07-21/22,,,
GS0225,google_scholar,B2_quantization_2,B2_2_gptq_awq_smoothquant_qlora,S4T-GPTQ: A Space-for-Time Strategy For Optimizing GPTQ 4-bit Quantization,"Y Zhang, M Wang, Y Peng, Y Liu, J Zhou…","2025 10th …, 2025 -",2025,,2,2026-07-21/22,,,
GS0226,google_scholar,B2_quantization_2,B2_2_gptq_awq_smoothquant_qlora,Fair-GPTQ: Bias-Aware Quantization for Large Language Models,2025,arxiv.org,2025,,1,2026-07-21/22,,,
GS0227,google_scholar,B2_quantization_2,B2_2_gptq_awq_smoothquant_qlora,"k-Odd One Clear (k-OOC), A Novel GPU Kernel That Improves Quantization Accuracy And Speed Of GPTQ Algorithm",L Huynh,"2025 International Joint Conference on Neural …, 2025 -",2025,,,2026-07-21/22,,,
GS0228,google_scholar,B2_quantization_2,B2_2_gptq_awq_smoothquant_qlora,MatGPTQ: Accurate and Efficient Post-Training Matryoshka Quantization,2026,arxiv.org,2026,,1,2026-07-21/22,,,
GS0229,google_scholar,B2_quantization_2,B2_2_gptq_awq_smoothquant_qlora,Awq: Activation-aware weight quantization for on-device llm compression and acceleration,"J Lin, J Tang, H Tang, S Yang…","… of machine learning …, 2024 -",2024,,2704,2026-07-21/22,,,
GS0230,google_scholar,B2_quantization_2,B2_2_gptq_awq_smoothquant_qlora,A Study on LAPE-Based AWQ for Improving Korean Performance of Quantized Multilingual LLM,"J Lee, JY Choi","Annual Conference of KIPS, 2025",2025,koreascience.kr,1,2026-07-21/22,,,
GS0231,google_scholar,B2_quantization_2,B2_2_gptq_awq_smoothquant_qlora,Smoothquant: Accurate and efficient post-training quantization for large language models,"G Xiao, J Lin, M Seznec, H Wu…","… on machine learning, 2023 -",2023,,2531,2026-07-21/22,,,
GS0232,google_scholar,B2_quantization_2,B2_2_gptq_awq_smoothquant_qlora,Smoothquant+: Accurate and efficient 4-bit post-training weightquantization for llm,"J Pan, C Wang, K Zheng, Y Li, Z Wang…","arXiv preprint arXiv …, 2023 -",2023,,21,2026-07-21/22,,,
GS0233,google_scholar,B2_quantization_2,B2_2_gptq_awq_smoothquant_qlora,Optimization of SmoothQuant Methods for Large Language Models,"D Wang, H Song, Y Liu, Z Yin","2025 6th International …, 2025 -",2025,,,2026-07-21/22,,,
GS0234,google_scholar,B2_quantization_2,B2_2_gptq_awq_smoothquant_qlora,nuclear medicine through innovative ai models: integrating large language models and smoothquant for advanced imaging precision,"S Saxena, V Kumar, J Chopra, P Gupta…","Iconic Research and …, 2023 -",2023,,1,2026-07-21/22,,,
GS0235,google_scholar,B2_quantization_2,B2_2_gptq_awq_smoothquant_qlora,A Theoretical Analysis of Migration Strength Selection in SmoothQuant,,,,,,2026-07-21/22,,,
GS0236,google_scholar,B2_quantization_2,B2_2_gptq_awq_smoothquant_qlora,Qlora: Efficient finetuning of quantized llms,"T Dettmers, A Pagnoni, A Holtzman…","Advances in neural …, 2023 -",2023,,7507,2026-07-21/22,,,
GS0237,google_scholar,B2_quantization_2,B2_2_gptq_awq_smoothquant_qlora,Can Post-Training Quantization Benefit from an Additional QLoRA Integration?,"X Zhu, E Khasanova, C Chen","… of the 2025 Conference of the …, 2025 -",2025,,1,2026-07-21/22,,,
GS0238,google_scholar,B2_quantization_2,B2_2_gptq_awq_smoothquant_qlora,Fedqlora: Federated quantization-aware lora for large language models,"Z Hu, L Zhang, S Dai, S Gong, Q Shi",2025,2025,openreview.net,7,2026-07-21/22,,,
GS0239,google_scholar,B2_quantization_2,B2_2_gptq_awq_smoothquant_qlora,AQLoRA: An Adaptive Quantization-Based Efficient Fine-Tuning Method for LLMs,2024,Springer,2024,,,2026-07-21/22,,,
GS0240,google_scholar,B2_quantization_2,B2_2_gptq_awq_smoothquant_qlora,"For clinical data extraction, QLoRA attains accuracy close to LoRA while requiring lower compute resources","PR Shakya, A Khaneja, KB Wagholikar","medRxiv, 2025",2025,medrxiv.org,2,2026-07-21/22,,,
GS0241,google_scholar,B2_quantization_1,B2_1_quant_llm_ft,A comprehensive study on quantization techniques for large language models,"J Lang, Z Guo, S Huang","2024 4th International conference on …, 2024 -",2024,,146,2026-07-21/22,,,
GS0242,google_scholar,B2_quantization_1,B2_1_quant_llm_ft,Gptaq: Efficient finetuning-free quantization for asymmetric calibration,2025,arxiv.org,2025,,54,2026-07-21/22,,,
GS0243,google_scholar,B2_quantization_1,B2_1_quant_llm_ft,ORPTQ: An Improved Large Model Quantization Method Based on Optimal Quantization Range,"S Tian, K Huang","Information Technology and Control, 2025",2025,itc.ktu.lt,,2026-07-21/22,,,
GS0244,google_scholar,B2_quantization_1,B2_1_quant_llm_ft,Efficient quantization techniques for Large Language Models,L Jagadish,2025,2025,repositories.lib.utexas.edu,,2026-07-21/22,,,
GS0245,google_scholar,B2_quantization_1,B2_1_quant_llm_ft,An empirical study of qwen3 quantization,"Intelligence, 2026",Springer,2026,,27,2026-07-21/22,,,
GS0246,google_scholar,B2_quantization_1,B2_1_quant_llm_ft,"Language model optimization using pruning, distillation and quantization techniques for NLP tasks",M Petrenko,2024,2024,ekmair.ukma.edu.ua,1,2026-07-21/22,,,
GS0247,google_scholar,B2_quantization_1,B2_1_quant_llm_ft,Teq: Trainable equivalent transformation for quantization of llms,"W Cheng, Y Cai, K Lv, H Shen","arXiv preprint arXiv:2310.10944, 2023 -",2023,,11,2026-07-21/22,,,
GS0248,google_scholar,B2_quantization_1,B2_1_quant_llm_ft,AASQ-GPT: Accurate Activation Static Quantization Towards Generative Pre-Trained Transformer,Z Wang,"2025 IEEE 7th Advanced Information Management …, 2025 -",2025,,,2026-07-21/22,,,
GS0249,google_scholar,B2_quantization_1,B2_1_quant_llm_ft,Ganq: Gpu-adaptive non-uniform quantization for large language models,"P Zhao, X Yuan","arXiv preprint arXiv:2501.12956, 2025",2025,arxiv.org,11,2026-07-21/22,,,
GS0250,google_scholar,B2_quantization_1,B2_1_quant_llm_ft,THE GEOMETRY OF LLM QUANTIZATION,,,,,,2026-07-21/22,,,
GS0251,google_scholar,B2_quantization_1,B2_1_quant_llm_ft,Large Language Models (LLMs): Quantization,,,,,,2026-07-21/22,,,
GS0252,google_scholar,B2_quantization_1,B2_1_quant_llm_ft,Comparative Analysis of Post-Quantization Techniques for Small Language Models,,,,,,2026-07-21/22,,,
